date,quarter,warehouse_id,product_id,units_received,units_produced,units_shipped,closing_stock,reorder_flag,capacity_utilization_pct
2024-06-20,Q2 2024,WH-01,PRD-01,33,27,16,259,False,63.17
2024-06-21,Q2 2024,WH-01,PRD-01,21,23,22,260,False,63.41
2024-06-22,Q2 2024,WH-01,PRD-01,25,25,24,261,False,63.66
2024-06-23,Q2 2024,WH-01,PRD-01,24,28,31,258,False,62.93
2024-06-24,Q2 2024,WH-01,PRD-01,34,15,11,262,False,63.9
2024-06-25,Q2 2024,WH-01,PRD-01,27,17,34,245,False,59.76
2024-06-26,Q2 2024,WH-01,PRD-01,31,30,22,253,False,61.71
2024-06-27,Q2 2024,WH-01,PRD-01,18,27,20,260,False,63.41
2024-06-28,Q2 2024,WH-01,PRD-01,27,24,16,268,False,65.37
2024-06-29,Q2 2024,WH-01,PRD-01,31,26,12,282,False,68.78
2024-06-30,Q2 2024,WH-01,PRD-01,26,28,29,281,False,68.54
2024-04-01,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-02,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-03,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-04,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-05,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-06,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-07,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-08,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-09,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-10,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-11,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-12,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-13,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-14,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-15,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-16,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-17,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-18,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-19,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-20,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-21,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-22,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-23,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-24,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-25,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-26,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-27,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-28,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-29,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-30,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-01,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-02,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-03,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-04,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-05,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-06,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-07,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-08,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-09,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-10,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-11,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-12,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-13,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-14,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-15,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-16,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-17,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-18,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-19,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-20,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-21,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-22,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-23,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-24,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-25,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-26,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-27,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-28,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-29,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-30,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-05-31,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-01,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-02,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-03,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-04,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-05,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-06,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-07,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-08,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-09,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-10,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-11,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-12,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-13,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-14,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-15,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-16,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-17,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-18,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-19,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-20,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-21,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-22,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-23,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-24,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-25,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-26,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-27,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-28,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-29,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-06-30,Q2 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-04-01,Q2 2024,WH-03,PRD-03,969,743,931,5382,True,30.28
2024-04-02,Q2 2024,WH-03,PRD-03,827,846,597,5631,True,31.68
2024-04-03,Q2 2024,WH-03,PRD-03,711,852,1005,5478,True,30.82
2024-04-04,Q2 2024,WH-03,PRD-03,931,1119,1193,5404,True,30.4
2024-04-05,Q2 2024,WH-03,PRD-03,881,783,629,5558,True,31.27
2024-04-06,Q2 2024,WH-03,PRD-03,963,858,612,5804,True,32.65
2024-04-07,Q2 2024,WH-03,PRD-03,921,924,1014,5714,True,32.14
2024-04-08,Q2 2024,WH-03,PRD-03,988,840,1041,5513,True,31.01
2024-04-09,Q2 2024,WH-03,PRD-03,729,713,595,5631,True,31.68
2024-04-10,Q2 2024,WH-03,PRD-03,1032,841,617,5855,True,32.94
2024-04-11,Q2 2024,WH-03,PRD-03,849,1018,646,6227,True,35.03
2024-04-12,Q2 2024,WH-03,PRD-03,1156,596,421,6402,True,36.01
2024-04-13,Q2 2024,WH-03,PRD-03,704,829,512,6719,True,37.8
2024-04-14,Q2 2024,WH-03,PRD-03,1100,662,493,6888,True,38.75
2024-04-15,Q2 2024,WH-03,PRD-03,849,1042,543,7387,False,41.55
2024-04-16,Q2 2024,WH-03,PRD-03,710,497,699,7185,False,40.42
2024-04-17,Q2 2024,WH-03,PRD-03,738,690,756,7119,False,40.05
2024-04-18,Q2 2024,WH-03,PRD-03,764,878,1035,6962,False,39.16
2024-04-19,Q2 2024,WH-03,PRD-03,886,1116,495,7583,False,42.66
2024-04-20,Q2 2024,WH-03,PRD-03,902,789,915,7457,False,41.95
2024-04-21,Q2 2024,WH-03,PRD-03,723,691,661,7487,False,42.12
2024-04-22,Q2 2024,WH-03,PRD-03,813,1180,696,7971,False,44.84
2024-04-23,Q2 2024,WH-03,PRD-03,1167,512,849,7634,False,42.94
2024-04-24,Q2 2024,WH-03,PRD-03,1099,361,468,7527,False,42.34
2024-04-25,Q2 2024,WH-03,PRD-03,888,891,787,7631,False,42.93
2024-04-26,Q2 2024,WH-03,PRD-03,823,702,741,7592,False,42.71
2024-04-27,Q2 2024,WH-03,PRD-03,836,598,810,7380,False,41.51
2024-04-28,Q2 2024,WH-03,PRD-03,917,944,767,7557,False,42.51
2024-04-29,Q2 2024,WH-03,PRD-03,650,851,1226,7182,False,40.4
2024-04-30,Q2 2024,WH-03,PRD-03,775,689,571,7300,False,41.06
2024-05-01,Q2 2024,WH-03,PRD-03,544,546,594,7252,False,40.79
2024-05-02,Q2 2024,WH-03,PRD-03,882,977,574,7655,False,43.06
2024-05-03,Q2 2024,WH-03,PRD-03,923,933,588,8000,False,45.0
2024-05-04,Q2 2024,WH-03,PRD-03,738,782,571,8211,False,46.19
2024-05-05,Q2 2024,WH-03,PRD-03,1074,1173,958,8426,False,47.4
2024-05-06,Q2 2024,WH-03,PRD-03,617,588,1007,8007,False,45.04
2024-05-07,Q2 2024,WH-03,PRD-03,578,496,585,7918,False,44.54
2024-05-08,Q2 2024,WH-03,PRD-03,853,664,530,8052,False,45.29
2024-05-09,Q2 2024,WH-03,PRD-03,988,793,806,8039,False,45.22
2024-05-10,Q2 2024,WH-03,PRD-03,1092,851,589,8301,False,46.7
2024-05-11,Q2 2024,WH-03,PRD-03,742,754,840,8215,False,46.21
2024-05-12,Q2 2024,WH-03,PRD-03,993,873,749,8339,False,46.91
2024-05-13,Q2 2024,WH-03,PRD-03,811,551,385,8505,False,47.84
2024-05-14,Q2 2024,WH-03,PRD-03,789,1092,1034,8563,False,48.17
2024-05-15,Q2 2024,WH-03,PRD-03,961,786,1087,8262,False,46.48
2024-05-16,Q2 2024,WH-03,PRD-03,923,1026,576,8712,False,49.01
2024-05-17,Q2 2024,WH-03,PRD-03,559,871,624,8959,False,50.4
2024-05-18,Q2 2024,WH-03,PRD-03,1058,894,767,9086,False,51.11
2024-05-19,Q2 2024,WH-03,PRD-03,1042,917,777,9226,False,51.9
2024-05-20,Q2 2024,WH-03,PRD-03,715,892,846,9272,False,52.16
2024-05-21,Q2 2024,WH-03,PRD-03,881,931,1132,9071,False,51.03
2024-05-22,Q2 2024,WH-03,PRD-03,898,1069,669,9471,False,53.28
2024-05-23,Q2 2024,WH-03,PRD-03,859,842,537,9776,False,54.99
2024-05-24,Q2 2024,WH-03,PRD-03,727,945,414,10307,False,57.98
2024-05-25,Q2 2024,WH-03,PRD-03,707,784,551,10540,False,59.29
2024-05-26,Q2 2024,WH-03,PRD-03,813,1091,699,10932,False,61.5
2024-05-27,Q2 2024,WH-03,PRD-03,1008,667,1086,10513,False,59.14
2024-05-28,Q2 2024,WH-03,PRD-03,906,1164,596,11081,False,62.33
2024-05-29,Q2 2024,WH-03,PRD-03,756,794,754,11121,False,62.56
2024-05-30,Q2 2024,WH-03,PRD-03,943,515,703,10933,False,61.5
2024-05-31,Q2 2024,WH-03,PRD-03,351,828,958,10803,False,60.77
2024-06-01,Q2 2024,WH-03,PRD-03,1004,666,1241,10228,False,57.54
2024-06-02,Q2 2024,WH-03,PRD-03,533,971,594,10605,False,59.66
2024-06-03,Q2 2024,WH-03,PRD-03,758,671,602,10674,False,60.04
2024-06-04,Q2 2024,WH-03,PRD-03,634,713,927,10460,False,58.84
2024-06-05,Q2 2024,WH-03,PRD-03,605,423,851,10032,False,56.43
2024-06-06,Q2 2024,WH-03,PRD-03,1006,712,1097,9647,False,54.27
2024-06-07,Q2 2024,WH-03,PRD-03,740,316,830,9133,False,51.38
2024-06-08,Q2 2024,WH-03,PRD-03,873,485,630,8988,False,50.56
2024-06-09,Q2 2024,WH-03,PRD-03,809,955,831,9112,False,51.26
2024-06-10,Q2 2024,WH-03,PRD-03,895,960,941,9131,False,51.36
2024-06-11,Q2 2024,WH-03,PRD-03,829,888,880,9139,False,51.41
2024-06-12,Q2 2024,WH-03,PRD-03,607,608,814,8933,False,50.25
2024-06-13,Q2 2024,WH-03,PRD-03,980,793,932,8794,False,49.47
2024-06-14,Q2 2024,WH-03,PRD-03,736,802,954,8642,False,48.61
2024-06-15,Q2 2024,WH-03,PRD-03,563,570,999,8213,False,46.2
2024-06-16,Q2 2024,WH-03,PRD-03,747,1104,844,8473,False,47.66
2024-06-17,Q2 2024,WH-03,PRD-03,1062,978,671,8780,False,49.39
2024-06-18,Q2 2024,WH-03,PRD-03,956,758,737,8801,False,49.51
2024-06-19,Q2 2024,WH-03,PRD-03,760,808,962,8647,False,48.64
2024-06-20,Q2 2024,WH-03,PRD-03,760,844,533,8958,False,50.39
2024-06-21,Q2 2024,WH-03,PRD-03,764,393,784,8567,False,48.19
2024-06-22,Q2 2024,WH-03,PRD-03,1156,753,623,8697,False,48.92
2024-06-23,Q2 2024,WH-03,PRD-03,879,666,712,8651,False,48.66
2024-06-24,Q2 2024,WH-03,PRD-03,887,601,977,8275,False,46.55
2024-06-25,Q2 2024,WH-03,PRD-03,985,746,747,8274,False,46.54
2024-06-26,Q2 2024,WH-03,PRD-03,856,1163,716,8721,False,49.06
2024-06-27,Q2 2024,WH-03,PRD-03,774,931,418,9234,False,51.94
2024-06-28,Q2 2024,WH-03,PRD-03,785,688,864,9058,False,50.95
2024-06-29,Q2 2024,WH-03,PRD-03,805,917,843,9132,False,51.37
2024-06-30,Q2 2024,WH-03,PRD-03,811,1083,1164,9051,False,50.91
2024-07-01,Q3 2024,WH-01,PRD-01,27,6,22,111,True,27.07
2024-07-02,Q3 2024,WH-01,PRD-01,21,22,17,116,True,28.29
2024-07-03,Q3 2024,WH-01,PRD-01,20,14,20,110,True,26.83
2024-07-04,Q3 2024,WH-01,PRD-01,18,17,16,111,True,27.07
2024-07-05,Q3 2024,WH-01,PRD-01,20,21,17,115,True,28.05
2024-07-06,Q3 2024,WH-01,PRD-01,19,14,7,122,True,29.76
2024-07-07,Q3 2024,WH-01,PRD-01,22,19,21,120,True,29.27
2024-07-08,Q3 2024,WH-01,PRD-01,23,12,18,114,True,27.8
2024-07-09,Q3 2024,WH-01,PRD-01,16,15,22,107,True,26.1
2024-07-10,Q3 2024,WH-01,PRD-01,14,20,2,125,True,30.49
2024-07-11,Q3 2024,WH-01,PRD-01,12,11,27,109,True,26.59
2024-07-12,Q3 2024,WH-01,PRD-01,21,20,16,113,True,27.56
2024-07-13,Q3 2024,WH-01,PRD-01,15,18,22,109,True,26.59
2024-07-14,Q3 2024,WH-01,PRD-01,11,21,11,119,True,29.02
2024-07-15,Q3 2024,WH-01,PRD-01,21,19,20,118,True,28.78
2024-07-16,Q3 2024,WH-01,PRD-01,29,24,11,131,True,31.95
2024-07-17,Q3 2024,WH-01,PRD-01,19,19,13,137,True,33.41
2024-07-18,Q3 2024,WH-01,PRD-01,23,16,26,127,True,30.98
2024-07-19,Q3 2024,WH-01,PRD-01,20,19,16,130,True,31.71
2024-07-20,Q3 2024,WH-01,PRD-01,19,21,18,133,True,32.44
2024-07-21,Q3 2024,WH-01,PRD-01,23,18,21,130,True,31.71
2024-07-22,Q3 2024,WH-01,PRD-01,18,18,19,129,True,31.46
2024-07-23,Q3 2024,WH-01,PRD-01,20,15,17,127,True,30.98
2024-07-24,Q3 2024,WH-01,PRD-01,21,15,18,124,True,30.24
2024-07-25,Q3 2024,WH-01,PRD-01,17,12,29,107,True,26.1
2024-07-26,Q3 2024,WH-01,PRD-01,23,26,16,117,True,28.54
2024-07-27,Q3 2024,WH-01,PRD-01,19,13,18,112,True,27.32
2024-07-28,Q3 2024,WH-01,PRD-01,16,15,22,105,True,25.61
2024-07-29,Q3 2024,WH-01,PRD-01,21,15,22,98,True,23.9
2024-07-30,Q3 2024,WH-01,PRD-01,16,22,22,98,True,23.9
2024-07-31,Q3 2024,WH-01,PRD-01,19,17,20,95,True,23.17
2024-08-01,Q3 2024,WH-01,PRD-01,19,24,11,108,True,26.34
2024-08-02,Q3 2024,WH-01,PRD-01,23,15,25,98,True,23.9
2024-08-03,Q3 2024,WH-01,PRD-01,21,19,11,106,True,25.85
2024-08-04,Q3 2024,WH-01,PRD-01,19,14,18,102,True,24.88
2024-08-05,Q3 2024,WH-01,PRD-01,22,28,13,117,True,28.54
2024-08-06,Q3 2024,WH-01,PRD-01,25,13,16,114,True,27.8
2024-08-07,Q3 2024,WH-01,PRD-01,21,20,18,116,True,28.29
2024-08-08,Q3 2024,WH-01,PRD-01,19,21,18,119,True,29.02
2024-08-09,Q3 2024,WH-01,PRD-01,14,20,19,120,True,29.27
2024-08-10,Q3 2024,WH-01,PRD-01,15,17,25,112,True,27.32
2024-08-11,Q3 2024,WH-01,PRD-01,18,18,19,111,True,27.07
2024-08-12,Q3 2024,WH-01,PRD-01,17,18,15,114,True,27.8
2024-08-13,Q3 2024,WH-01,PRD-01,19,18,21,111,True,27.07
2024-08-14,Q3 2024,WH-01,PRD-01,20,23,22,112,True,27.32
2024-08-15,Q3 2024,WH-01,PRD-01,21,28,10,130,True,31.71
2024-08-16,Q3 2024,WH-01,PRD-01,19,16,20,126,True,30.73
2024-08-17,Q3 2024,WH-01,PRD-01,21,12,20,118,True,28.78
2024-08-18,Q3 2024,WH-01,PRD-01,20,18,15,121,True,29.51
2024-08-19,Q3 2024,WH-01,PRD-01,12,30,23,128,True,31.22
2024-08-20,Q3 2024,WH-01,PRD-01,16,15,16,127,True,30.98
2024-08-21,Q3 2024,WH-01,PRD-01,19,26,17,136,True,33.17
2024-08-22,Q3 2024,WH-01,PRD-01,15,26,16,146,True,35.61
2024-08-23,Q3 2024,WH-01,PRD-01,22,16,17,145,True,35.37
2024-08-24,Q3 2024,WH-01,PRD-01,25,21,11,155,True,37.8
2024-08-25,Q3 2024,WH-01,PRD-01,24,26,9,172,False,41.95
2024-08-26,Q3 2024,WH-01,PRD-01,18,16,24,164,False,40.0
2024-08-27,Q3 2024,WH-01,PRD-01,25,17,12,169,False,41.22
2024-08-28,Q3 2024,WH-01,PRD-01,20,16,12,173,False,42.2
2024-08-29,Q3 2024,WH-01,PRD-01,18,14,6,181,False,44.15
2024-08-30,Q3 2024,WH-01,PRD-01,17,15,13,183,False,44.63
2024-08-31,Q3 2024,WH-01,PRD-01,18,13,10,186,False,45.37
2024-09-01,Q3 2024,WH-01,PRD-01,18,18,25,179,False,43.66
2024-09-02,Q3 2024,WH-01,PRD-01,20,15,22,172,False,41.95
2024-09-03,Q3 2024,WH-01,PRD-01,20,19,13,178,False,43.41
2024-09-04,Q3 2024,WH-01,PRD-01,19,11,28,161,False,39.27
2024-09-05,Q3 2024,WH-01,PRD-01,21,20,21,160,False,39.02
2024-09-06,Q3 2024,WH-01,PRD-01,24,22,15,167,False,40.73
2024-09-07,Q3 2024,WH-01,PRD-01,23,9,4,172,False,41.95
2024-09-08,Q3 2024,WH-01,PRD-01,14,20,28,164,False,40.0
2024-09-09,Q3 2024,WH-01,PRD-01,9,24,10,178,False,43.41
2024-09-10,Q3 2024,WH-01,PRD-01,23,13,8,183,False,44.63
2024-09-11,Q3 2024,WH-01,PRD-01,14,26,22,187,False,45.61
2024-09-12,Q3 2024,WH-01,PRD-01,18,20,29,178,False,43.41
2024-09-13,Q3 2024,WH-01,PRD-01,15,15,23,170,False,41.46
2024-09-14,Q3 2024,WH-01,PRD-01,12,18,19,169,False,41.22
2024-09-15,Q3 2024,WH-01,PRD-01,21,21,20,170,False,41.46
2024-09-16,Q3 2024,WH-01,PRD-01,22,19,21,168,False,40.98
2024-09-17,Q3 2024,WH-01,PRD-01,17,21,20,169,False,41.22
2024-09-18,Q3 2024,WH-01,PRD-01,9,14,18,165,False,40.24
2024-09-19,Q3 2024,WH-01,PRD-01,17,19,17,167,False,40.73
2024-09-20,Q3 2024,WH-01,PRD-01,21,12,16,163,False,39.76
2024-09-21,Q3 2024,WH-01,PRD-01,14,18,13,168,False,40.98
2024-09-22,Q3 2024,WH-01,PRD-01,20,14,15,167,False,40.73
2024-09-23,Q3 2024,WH-01,PRD-01,19,15,8,174,False,42.44
2024-09-24,Q3 2024,WH-01,PRD-01,22,24,16,182,False,44.39
2024-09-25,Q3 2024,WH-01,PRD-01,20,23,12,193,False,47.07
2024-09-26,Q3 2024,WH-01,PRD-01,16,21,11,203,False,49.51
2024-09-27,Q3 2024,WH-01,PRD-01,24,13,17,199,False,48.54
2024-09-28,Q3 2024,WH-01,PRD-01,19,17,23,193,False,47.07
2024-09-29,Q3 2024,WH-01,PRD-01,19,24,21,196,False,47.8
2024-09-30,Q3 2024,WH-01,PRD-01,16,19,9,206,False,50.24
2024-07-01,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-02,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-03,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-04,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-05,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-06,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-07,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-08,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-09,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-10,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-11,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-12,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-13,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-14,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-15,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-16,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-17,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-18,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-19,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-20,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-21,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-22,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-23,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-24,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-25,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-26,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-27,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-28,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-29,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-30,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-07-31,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-01,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-02,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-03,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-04,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-05,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-06,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-07,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-08,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-09,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-10,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-11,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-12,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-13,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-14,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-15,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-16,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-17,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-18,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-19,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-20,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-21,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-22,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-23,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-24,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-25,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-26,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-27,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-28,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-29,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-30,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-08-31,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-09-01,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-09-02,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-09-03,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-09-04,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-09-05,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-09-06,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-09-07,Q3 2024,WH-02,PRD-01,0,0,0,0,False,0.0
